"","journal","ISSN","eISSN","publisher","language_1","language_2","language_3","language_4","language_5","language_6","language_7","language_8","language_9","language_10","language_11","language_12","category_1","category_2","category_3","category_4","category_5","category_6","Index","publisher_country","model","weekstopub","APC","APC_amount","waiver","citations","JIF_2022","JIF_quartile","JCI_2022","percent_OAGold"
"166","INTERNATIONAL_JOURNAL_OF_MINING_SCIENCE_AND_TECHNOLOGY","2095-2686","2212-6066","ELSEVIER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mining&MineralProcessing",NA,NA,NA,NA,NA,"SCIE","Netherlands","Double_anonymous_peer_review",40,"No",NA,"Yes",NA,11.8,NA,3.15,92.99
"167","NATURE","0028-0836","1476-4687","NATURE_PORTFOLIO","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MultidisciplinarySciences",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,64.8,NA,11.43,19.06
"168","RESEARCH_STUDIES_IN_MUSIC_EDUCATION","1321-103X","1834-5530","SAGE_PUBLICATIONS_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Music",NA,NA,NA,NA,NA,"ESCI",NA,NA,NA,NA,NA,NA,586,1.6,NA,3.03,14.17
"169","FUNGAL_DIVERSITY","1560-2745","1878-9129","SPRINGER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mycology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,20.3,NA,6.25,33.33
"170","NATURE_REVIEWS_MATERIALS","2058-8437","2058-8437","NATURE_PORTFOLIO","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanoscience&Nanotechnology","MaterialsScience,Multidisciplinary",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,83.5,NA,3.89,1.8
"171","JOURNAL_OF_NEUROINTERVENTIONAL_SURGERY","1759-8478","1759-8486","BMJ_PUBLISHING_GROUP","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neuroimaging","Surgery",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,4.9,NA,1.97,16.37
"172","NATURE_REVIEWS_NEUROSCIENCE","1471-003X","1471-0048","NATURE_PORTFOLIO","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neurosciences",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,34.7,NA,4.35,2.11
"173","NUCLEAR_SCIENCE_AND_TECHNIQUES","1001-8042","2210-3147","SPRINGER_SINGAPORE_PTE_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NuclearScience&Technology","Physics,Nuclear",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,2.8,NA,1.03,5.5
"174","INTERNATIONAL_JOURNAL_OF_NURSING_STUDIES","0020-7489","1873-491X","PERGAMON-ELSEVIER_SCIENCE_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nursing",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,8.1,NA,3.07,21.31
"175","ADVANCES_IN_NUTRITION","2161-8313","2156-5376","ELSEVIER_SCIENCE_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrition&Dietetics",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,9.3,NA,1.49,79.21
"176","HUMAN_REPRODUCTION_UPDATE","1355-4786","1460-2369","OXFORD_UNIV_PRESS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obstetrics&Gynecology","ReproductiveBiology",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,13.3,NA,3.47,25.17
"177","OCEAN_&_COASTAL_MANAGEMENT","0964-5691","1873-524X","ELSEVIER_SCI_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceanography","WaterResources",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,4.6,NA,1.37,17.46
"178","CA-A_CANCER_JOURNAL_FOR_CLINICIANS","0007-9235","1542-4863","WILEY","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,254.7,NA,130.54,92.31
"179","EUROPEAN_JOURNAL_OF_OPERATIONAL_RESEARCH","0377-2217","1872-6860","ELSEVIER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OperationsResearch&ManagementScience",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,6.4,NA,1.44,19.21
"180","PROGRESS_IN_RETINAL_AND_EYE_RESEARCH","1350-9462","1873-1635","PERGAMON-ELSEVIER_SCIENCE_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ophthalmology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,17.8,NA,4.32,28.76
"181","NATURE_PHOTONICS","1749-4885","1749-4893","NATURE_PORTFOLIO","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Optics","Physics,Applied",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,34.9,NA,8.69,7.47
"182","ORNITHOLOGICAL_APPLICATIONS","0010-5422","2732-4621","OXFORD_UNIV_PRESS_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ornithology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,3.1,NA,1.8,21.67
"183","JOURNAL_OF_PHYSIOTHERAPY","1836-9553","1836-9561","AUSTRALIAN_PHYSIOTHERAPY_ASSOC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orthopedics","Rehabilitation",NA,NA,NA,NA,"SCIE","Australia","Double_anonymous_peer_review",6,"No",NA,"Yes",NA,12.1,NA,2.97,97.3
"184","JAMA_OTOLARYNGOLOGY-HEAD_&_NECK_SURGERY","2168-6181","2168-619X","AMER_MEDICAL_ASSOC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otorhinolaryngology","Surgery",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,7.8,NA,2.66,3.94
"185","SWISS_JOURNAL_OF_PALAEONTOLOGY","1664-2376","1664-2384","SPRINGER_INT_PUBL_AG","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paleontology",NA,NA,NA,NA,NA,"SCIE","United_Kingdom","Anonymous_peer_review",4,"Yes","890_GBP;_1340_USD;_1040_EUR","Yes",274,3,NA,1.23,100
"186","TRENDS_IN_PARASITOLOGY","1471-4922","1471-5007","CELL_PRESS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parasitology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,9.6,NA,1.09,40
"187","ANNUAL_REVIEW_OF_PATHOLOGY-MECHANISMS_OF_DISEASE","1553-4006","1553-4014","ANNUAL_REVIEWS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pathology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,36.2,NA,5.78,3.17
"188","LANCET_CHILD_&_ADOLESCENT_HEALTH","2352-4642","2352-4642","ELSEVIER_SCI_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pediatrics",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,36.4,NA,8.44,19.21
"189","ANGIOGENESIS","0969-6970","1573-7209","SPRINGER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PeripheralVascularDiseases",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,9.8,NA,1.86,42.18
"190","DRUG_RESISTANCE_UPDATES","1368-7646","1532-2084","CHURCHILL_LIVINGSTONE","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pharmacology&Pharmacy",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,24.3,NA,3.09,36.25
"191","PHILOSOPHICAL_REVIEW","0031-8108","1558-1470","DUKE_UNIV_PRESS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philosophy",NA,NA,NA,NA,NA,"AHCI",NA,NA,NA,NA,NA,NA,NA,3.5,NA,5.88,0
"192","NATURE_REVIEWS_PHYSICS",NA,"2522-5820","NATURE_PORTFOLIO","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Applied","Physics,Multidisciplinary",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,38.5,NA,2.6,1.48
"193","ATOMIC_DATA_AND_NUCLEAR_DATA_TABLES","0092-640X","1090-2090","ACADEMIC_PRESS_INC_ELSEVIER_SCIENCE","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Atomic,Molecular&Chemical","Physics,Nuclear",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,1.8,NA,0.93,18.06
"194","INTERNATIONAL_JOURNAL_OF_MASS_SPECTROMETRY","1387-3806","1873-2798","ELSEVIER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Atomic,Molecular&Chemical","Spectroscopy",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,1.8,NA,0.61,24.75
"195","ATOMS",NA,"2218-2004","MDPI","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Atomic,Molecular&Chemical",NA,NA,NA,NA,NA,"ESCI","Switzerland","Anonymous_peer_review",6,"Yes","1500_CHF","Yes",913,1.8,NA,0.48,99.15
"196","ADVANCES_IN_PHYSICS","0001-8732","1460-6976","TAYLOR_&_FRANCIS_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,CondensedMatter",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,54.8,NA,1.37,0
"197","PLASMA_SOURCES_SCIENCE_&_TECHNOLOGY","0963-0252","1361-6595","IOP_PUBLISHING_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Fluids&Plasmas",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,3.8,NA,1.21,19.66
"198","COMMUNICATIONS_IN_COMPUTATIONAL_PHYSICS","1815-2406","1991-7120","GLOBAL_SCIENCE_PRESS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Mathematical",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,3.7,NA,0.84,0
"199","REVIEWS_OF_MODERN_PHYSICS","0034-6861","1539-0756","AMER_PHYSICAL_SOC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Multidisciplinary",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,44,NA,4.8,11.22
"200","ANNUAL_REVIEW_OF_NUCLEAR_AND_PARTICLE_SCIENCE","0163-8998","1545-4134","ANNUAL_REVIEWS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Nuclear","Physics,Particles&Fields",NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,12.3,NA,2.16,68.52
"201","LIVING_REVIEWS_IN_RELATIVITY","2367-3613","1433-8351","SPRINGER_INT_PUBL_AG","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics,Particles&Fields",NA,NA,NA,NA,NA,"SCIE","Germany","Anonymous_peer_review",20,"No",NA,"No",NA,40.6,NA,6.34,100
"202","PHYSIOLOGICAL_REVIEWS","0031-9333","1522-1210","AMER_PHYSIOLOGICAL_SOC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physiology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,33.6,NA,5.59,18.64
"203","ANNUAL_REVIEW_OF_PLANT_BIOLOGY","1543-5008","1545-2123","ANNUAL_REVIEWS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PlantSciences",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,23.9,NA,2.58,1.14
"204","AMERICAN_POETRY_REVIEW","0360-3709","2162-4984","OLD_CITY_PUBLISHING_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poetry",NA,NA,NA,NA,NA,"AHCI",NA,NA,NA,NA,NA,NA,27,0.3,NA,0.15,0
"205","ANNUAL_REVIEW_OF_POLITICAL_SCIENCE","1094-2939","1545-1577","ANNUAL_REVIEWS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PoliticalScience",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,10.8,NA,5.65,80.56
"206","PROGRESS_IN_POLYMER_SCIENCE","0079-6700","1873-1619","PERGAMON-ELSEVIER_SCIENCE_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PolymerScience",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,27.1,NA,2.2,27.04
"207","FAMILY_MEDICINE_AND_COMMUNITY_HEALTH","2305-6983","2009-8774","BMJ_PUBLISHING_GROUP","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrimaryHealthCare",NA,NA,NA,NA,NA,"ESCI","United_Kingdom","Double_anonymous_peer_review",19,"No",NA,"No",764,6.1,NA,2.04,100
"208","WORLD_PSYCHIATRY","1723-8617","2051-5545","WILEY","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychiatry",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,73.3,NA,9.06,0
"209","INDIAN_JOURNAL_OF_PSYCHOLOGICAL_MEDICINE","0253-7176","0975-1564","SAGE_PUBLICATIONS_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology","Psychiatry",NA,NA,NA,NA,"ESCI","India","Double_anonymous_peer_review",12,"No",NA,"No",NA,2.8,NA,0.59,94.05
"210","INDUSTRIAL_AND_ORGANIZATIONAL_PSYCHOLOGY-PERSPECTIVES_ON_SCIENCE_AND_PRACTICE","1754-9426","1754-9434","CAMBRIDGE_UNIV_PRESS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Applied",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,15.8,NA,3.82,27.59
"211","BEHAVIORAL_AND_BRAIN_SCIENCES","0140-525X","1469-1825","CAMBRIDGE_UNIV_PRESS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Biological",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,29.3,NA,4.06,0
"212","ANNUAL_REVIEW_OF_CLINICAL_PSYCHOLOGY","1548-5943","1548-5951","ANNUAL_REVIEWS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Clinical",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,18.4,NA,6.42,1.59
"213","MONOGRAPHS_OF_THE_SOCIETY_FOR_RESEARCH_IN_CHILD_DEVELOPMENT","0037-976X","1540-5834","WILEY","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Development",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,9.5,NA,2,44.44
"214","CONTEMPORARY_EDUCATIONAL_PSYCHOLOGY","0361-476X","1090-2384","ACADEMIC_PRESS_INC_ELSEVIER_SCIENCE","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Educational",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,10.3,NA,2.55,21.52
"215","NATURE_HUMAN_BEHAVIOUR","2397-3374","2397-3374","NATURE_PORTFOLIO","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Experimental",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,29.9,NA,6.47,9.69
"216","BEHAVIOR_RESEARCH_METHODS","1554-351X","1554-3528","SPRINGER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Mathematical","Psychology,Experimental",NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,5.4,NA,1.74,45
"217","PSYCHOLOGICAL_SCIENCE_IN_THE_PUBLIC_INTEREST","1529-1006","1539-6053","SAGE_PUBLICATIONS_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Multidisciplinary",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,25.4,NA,9.31,27.27
"218","INTERNATIONAL_JOURNAL_OF_PSYCHOANALYSIS","0020-7578","1745-8315","TAYLOR_&_FRANCIS_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Psychoanalysis",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,1.2,NA,1.18,4.67
"219","PERSONALITY_AND_SOCIAL_PSYCHOLOGY_REVIEW","1088-8683","1532-7957","SAGE_PUBLICATIONS_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psychology,Social",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,10.8,NA,3.18,22
"220","LANCET_PUBLIC_HEALTH","2468-2667","2468-2667","ELSEVIER_SCI_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public,Environmental&OccupationalHealth",NA,NA,NA,NA,NA,"SSCI","United_Kingdom","Peer_review",8,"Yes","5780_USD","Yes",NA,50,NA,9.09,90.38
"221","PUBLIC_ADMINISTRATION_REVIEW","0033-3352","1540-6210","WILEY","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PublicAdministration",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,8.3,NA,2.54,23.42
"222","PRX_QUANTUM",NA,"2691-3399","AMER_PHYSICAL_SOC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QuantumScience&Technology","Physics,Applied","Physics,Multidisciplinary",NA,NA,NA,"SCIE","United_States","Anonymous_peer_review",13,"Yes","3450_USD","Yes",NA,9.7,NA,2.4,95.3
"223","RADIOLOGY","0033-8419","0033-8419","RADIOLOGICAL_SOC_NORTH_AMERICA_(RSNA)","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Radiology,NuclearMedicine&MedicalImaging",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,19.7,NA,5.34,2.15
"224","JOURNAL_OF_THE_AMERICAN_PLANNING_ASSOCIATION","0194-4363","1939-0130","ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regional&UrbanPlanning","UrbanStudies",NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,5.6,NA,1.3,19.59
"225","ANNALS_OF_PHYSICAL_AND_REHABILITATION_MEDICINE","1877-0657","1877-0665","ELSEVIER_FRANCE-EDITIONS_SCIENTIFIQUES_MEDICALES_ELSEVIER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rehabilitation",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,4.6,NA,1.83,66.18
"226","RELIGION_BRAIN_&_BEHAVIOR","2153-599X","2153-5981","ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Religion",NA,NA,NA,NA,NA,"AHCI",NA,NA,NA,NA,NA,NA,530,2.2,NA,3.83,20
"227","INTERNATIONAL_JOURNAL_OF_APPLIED_EARTH_OBSERVATION_AND_GEOINFORMATION","1569-8432","1872-826X","ELSEVIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RemoteSensing",NA,NA,NA,NA,NA,"SCIE","Netherlands","Anonymous_peer_review",25,"Yes","2400_USD","Yes",NA,7.5,NA,1.46,96.27
"228","JOURNAL_OF_OVARIAN_RESEARCH",NA,"1757-2215","BMC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ReproductiveBiology",NA,NA,NA,NA,NA,"SCIE","United_Kingdom","Anonymous_peer_review",11,"Yes","2290_GBP;_3190_USD;_2690_EUR","Yes",NA,4,NA,1.23,99.56
"229","EUROPEAN_RESPIRATORY_JOURNAL","0903-1936","1399-3003","EUROPEAN_RESPIRATORY_SOC_JOURNALS_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RespiratorySystem",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,24.9,NA,3.97,35.74
"230","NATURE_REVIEWS_RHEUMATOLOGY","1759-4790","1759-4804","NATURE_PORTFOLIO","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rheumatology",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,33.7,NA,4.4,2.03
"231","SCIENCE_ROBOTICS","2470-9476","2470-9476","AMER_ASSOC_ADVANCEMENT_SCIENCE","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robotics",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,25,NA,5.41,0
"232","SOCIAL_ISSUES_AND_POLICY_REVIEW","1751-2395","1751-2409","WILEY","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SocialIssues","Psychology,Social",NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,9.4,NA,2.76,34.48
"233","JOURNAL_OF_CANCER_SURVIVORSHIP","1932-2259","1932-2267","SPRINGER","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SocialSciences,Biomedical",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,3.7,NA,0.82,25.79
"234","DRUGS_HABITS_AND_SOCIAL_POLICY","2752-6739","2752-6747","EMERALD_GROUP_PUBLISHING_LTD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SocialSciences,General","SubstanceAbuse",NA,NA,NA,NA,"ESCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","BIG_DATA_&_SOCIETY","2053-9517","2053-9517","SAGE_PUBLICATIONS_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SocialSciences,Interdisciplinary",NA,NA,NA,NA,NA,"SSCI","United_States","Double_anonymous_peer_review",11,"Yes","2000_USD","Yes",NA,8.5,NA,3.46,93.02
"236","SOCIOLOGICAL_METHODS_&_RESEARCH","0049-1241","1552-8294","SAGE_PUBLICATIONS_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SocialSciences,MathematicalMethods","Sociology",NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,6.3,NA,3.15,16.27
"237","AMERICAN_JOURNAL_OF_ORTHOPSYCHIATRY","0002-9432","1939-0025","EDUCATIONAL_PUBLISHING_FOUNDATION-AMERICAN_PSYCHOLOGICAL_ASSOC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SocialWork",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,3.3,NA,1.15,0
"238","ANNUAL_REVIEW_OF_SOCIOLOGY","0360-0572","1545-2115","ANNUAL_REVIEWS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sociology",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,10.5,NA,4.37,1.15
"239","SOIL_BIOLOGY_&_BIOCHEMISTRY","0038-0717","1879-3428","PERGAMON-ELSEVIER_SCIENCE_LTD","Multi-Language",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoilScience",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,9.7,NA,2.02,23.95
"240","MASS_SPECTROMETRY_REVIEWS","0277-7037","1098-2787","WILEY","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spectroscopy",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,6.7,NA,1.23,15.79
"241","BRITISH_JOURNAL_OF_SPORTS_MEDICINE","0306-3674","1473-0480","BMJ_PUBLISHING_GROUP","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SportSciences",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,18.6,NA,4.26,27.17
"242","JOURNAL_OF_THE_ROYAL_STATISTICAL_SOCIETY_SERIES_B-STATISTICAL_METHODOLOGY","1369-7412","1467-9868","OXFORD_UNIV_PRESS","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Statistics&Probability",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,5.8,NA,2.08,21.02
"243","ALCOHOL_RESEARCH-CURRENT_REVIEWS","1535-7414","1930-0573","NATL_INST_ALCOHOL_ABUSE__ALCOHOLISM","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubstanceAbuse",NA,NA,NA,NA,NA,"SSCI",NA,NA,NA,NA,NA,NA,NA,9.4,NA,2.13,16.28
"244","JAMA_SURGERY","2168-6254","2168-6262","AMER_MEDICAL_ASSOC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surgery",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,16.9,NA,5.4,9.97
"245","IEEE_TRANSACTIONS_ON_COGNITIVE_COMMUNICATIONS_AND_NETWORKING","2332-7731","2332-7731","IEEE-INST_ELECTRICAL_ELECTRONICS_ENGINEERS_INC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Telecommunications",NA,NA,NA,NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,8.6,NA,1.8,9.54
"246","DRAMA_THERAPY_REVIEW","2054-7668","2054-7676","INTELLECT_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Theater",NA,NA,NA,NA,NA,"ESCI",NA,NA,NA,NA,NA,NA,123,1.1,NA,4,0
"247","PROGRESS_IN_ENERGY_AND_COMBUSTION_SCIENCE","0360-1285","1873-216X","PERGAMON-ELSEVIER_SCIENCE_LTD","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermodynamics","Energy&Fuels","Engineering,Chemical","Engineering,Mechanical",NA,NA,"SCIE",NA,NA,NA,NA,NA,NA,NA,29.5,NA,2.33,34.62
"248","PARTICLE_AND_FIBRE_TOXICOLOGY","1743-8977","1743-8977","BMC","English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toxicology",NA,NA,NA,NA,NA,"SCIE","United_Kingdom","Anonymous_peer_review",18,"Yes","2790_GBP;_3890_USD;_3190_EUR","Yes",NA,10,NA,2.04,100
