ISSN	eISSN	publisher_country	model	weekstopub	APC	APC_amount	waiver
2405-8726	NA	Netherlands	Double_anonymous_peer_review	16	Yes	1500_USD	Yes
NA	2352-9148	United_Kingdom	Anonymous_peer_review	19	Yes	1810_USD	Yes
NA	2352-9393	United_States	Anonymous_peer_review	18	Yes	1200_USD	Yes
NA	2352-9520	United_States	Double_anonymous_peer_review	12	Yes	2160_USD	Yes
NA	2352-6440	Netherlands	Double_anonymous_peer_review	26	Yes	910_USD	Yes
NA	2352-7110	Netherlands	Anonymous_peer_review	9	Yes	760_USD	Yes
NA	2405-9595	Netherlands	Anonymous_peer_review	35	Yes	1500_USD	Yes
2356-654X	2314-7539	United_Kingdom	Anonymous_peer_review	18	Yes	800_USD	Yes
1687-7969	1687-7977	United_Kingdom	Anonymous_peer_review	22	Yes	1050_USD	Yes
1687-8086	1687-8094	United_Kingdom	Anonymous_peer_review	15	Yes	2550_USD	Yes
2356-6752	2314-758X	United_Kingdom	Anonymous_peer_review	22	Yes	800_USD	Yes
1687-9309	1687-9317	United_Kingdom	Anonymous_peer_review	23	Yes	1500_USD	Yes
1687-5680	1687-5699	United_Kingdom	Anonymous_peer_review	17	Yes	925_USD	Yes
1687-9147	1687-9155	United_Kingdom	Anonymous_peer_review	19	Yes	1050_USD	Yes
1687-7357	1687-7365	United_Kingdom	Anonymous_peer_review	20	Yes	1500_USD	Yes
1687-5893	1687-5907	United_Kingdom	Anonymous_peer_review	36	Yes	925_USD	Yes
1687-8434	1687-8442	United_Kingdom	Anonymous_peer_review	19	Yes	2550_USD	Yes
1687-9120	1687-9139	United_Kingdom	Anonymous_peer_review	16	Yes	2375_USD	Yes
1687-8108	1687-8124	United_Kingdom	Anonymous_peer_review	16	Yes	1500_USD	Yes
1687-7101	1687-711X	United_Kingdom	Anonymous_peer_review	21	Yes	925_USD	Yes
1687-9104	1687-9112	United_Kingdom	Anonymous_peer_review	15	Yes	800_USD	Yes
1085-3375	1687-0409	United_Kingdom	Anonymous_peer_review	27	Yes	1050_USD	Yes
0882-7516	1563-5031	United_Kingdom	Anonymous_peer_review	13	Yes	925_USD	Yes
NA	2603-9249	Spain	Anonymous_peer_review	10	Yes	1600_EUR	Yes
1076-2787	1099-0526	United_Kingdom	Anonymous_peer_review	23	Yes	2550_USD	Yes
1546-6086	1552-5023	United_Kingdom	Anonymous_peer_review	14	Yes	1500_USD	Yes
2090-1305	2090-1313	United_Kingdom	Anonymous_peer_review	14	Yes	925_USD	Yes
1687-7063	1687-7071	United_Kingdom	Anonymous_peer_review	13	Yes	800_USD	Yes
2090-7001	2090-701X	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
1570-5870	1875-8606	United_Kingdom	Anonymous_peer_review	16	Yes	2000_USD	Yes
1740-2522	1740-2530	United_Kingdom	Anonymous_peer_review	15	Yes	2375_USD	Yes
2090-682X	2090-6838	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-6846	2090-6854	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6862	2090-6870	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6889	2090-6897	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-1321	2090-133X	United_Kingdom	Anonymous_peer_review	10	Yes	800_USD	Yes
1687-6105	1687-6113	United_Kingdom	Anonymous_peer_review	11	Yes	925_USD	Yes
1687-4099	1687-4102	United_Kingdom	Anonymous_peer_review	20	Yes	1050_USD	Yes
1026-0226	1607-887X	United_Kingdom	Anonymous_peer_review	23	Yes	2375_USD	Yes
2090-2840	2090-2859	United_Kingdom	Anonymous_peer_review	17	Yes	2000_USD	Yes
1687-6121	1687-630X	United_Kingdom	Anonymous_peer_review	19	Yes	2375_USD	Yes
1468-8115	1468-8123	United_Kingdom	Anonymous_peer_review	24	Yes	2000_USD	Yes
1064-7449	1098-0997	United_Kingdom	Anonymous_peer_review	12	Yes	800_USD	Yes
1687-708X	1687-7098	United_Kingdom	Anonymous_peer_review	18	Yes	800_USD	Yes
1687-8159	1687-8167	United_Kingdom	Anonymous_peer_review	16	Yes	925_USD	Yes
2090-6749	2090-6757	United_Kingdom	Anonymous_peer_review	14	Yes	725_USD	Yes
2090-6765	2090-6773	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6781	2090-679X	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-6803	2090-6811	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6900	2090-6919	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6943	2090-6951	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-696X	2090-6978	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6986	2090-6994	United_Kingdom	Anonymous_peer_review	15	Yes	725_USD	Yes
2090-4002	2090-4010	United_Kingdom	Anonymous_peer_review	21	Yes	1050_USD	Yes
0973-4945	2090-9810	United_Kingdom	Anonymous_peer_review	18	Yes	2000_USD	Yes
NA	2050-2966	Bulgaria	Peer_review	12	Yes	199_EUR	Yes
NA	2531-4033	Bulgaria	Peer_review	12	Yes	400_EUR	Yes
1314-6947	1314-3301	Bulgaria	Peer_review	6	Yes	950_EUR	Yes
NA	2413-4155	Switzerland	Open_peer_review	11	Yes	1200_CHF	Yes
NA	2673-3269	Switzerland	Anonymous_peer_review	11	Yes	1200_CHF	Yes
NA	2367-8194	Bulgaria	Anonymous_peer_review	12	Yes	550_EUR	Yes
NA	1865-3499	United_Kingdom	Anonymous_peer_review	13	Yes	2790_EUR;_3390_USD;_2490_GBP	Yes
NA	1758-2555	United_Kingdom	Open_peer_review	10	Yes	1370_GBP	Yes
1868-6958	1868-6966	United_Kingdom	Anonymous_peer_review	15	Yes	1590_EUR;_1890_USD;_1340_GBP	Yes
1869-4187	1869-4195	Germany	Anonymous_peer_review	13	No	NA	No
1877-6337	1877-6345	United_Kingdom	Double_anonymous_peer_review	13	No	NA	No
NA	1752-153X	United_Kingdom	Anonymous_peer_review	12	Yes	1690_EUR	Yes
NA	1753-6561	United_Kingdom	Peer_review	10	Yes	1690_GBP	Yes
NA	2196-0739	United_Kingdom	Double_anonymous_peer_review	13	No	NA	No
2192-2195	2192-2209	Germany	Anonymous_peer_review	13	No	NA	No
NA	2195-2701	Germany	Double_anonymous_peer_review	13	Yes	890_EUR;_1090_USD;_790_GBP	Yes
2193-5343	2193-5351	Germany	Anonymous_peer_review	13	No	NA	No
NA	0973-0311	India	Double_anonymous_peer_review	6	No	NA	No
0972-0464	2250-0995	India	Double_anonymous_peer_review	15	No	NA	No
0970-9185	2231-2730	India	Double_anonymous_peer_review	50	No	NA	No
0974-1208	1998-4766	India	Anonymous_peer_review	23	No	NA	No
0974-2069	0974-5149	India	Anonymous_peer_review	23	No	NA	No
0971-9261	1998-3891	India	Double_anonymous_peer_review	30	Yes	1000_INR	No
0971-9784	0974-5181	India	Anonymous_peer_review	26	No	NA	No
0972-2327	1998-3549	India	Double_anonymous_peer_review	29	No	NA	No
0972-4052	1998-4057	India	Double_anonymous_peer_review	20	No	NA	No
0974-2077	0974-5157	India	Anonymous_peer_review	29	No	NA	No
0974-2700	0974-519X	India	Anonymous_peer_review	39	Yes	600_USD	Yes
0211-6995	NA	Spain	Double_anonymous_peer_review	50	No	NA	Yes
0213-9111	1578-1283	Spain	Double_anonymous_peer_review	18	Yes	1000_EUR	Yes
0550-3213	1873-1562	Netherlands	Peer_review	12	No	NA	No
0570-1783	NA	Egypt	Anonymous_peer_review	20	Yes	60_USD	Yes
2191-9151	2191-916X	Germany	Peer_review	29	Yes	710_EUR	Yes
2194-8771	2194-878X	Germany	Peer_review	23	Yes	630_EUR	Yes
NA	2206-3552	Germany	Peer_review	12	Yes	1000_EUR	Yes
0870-2551	2174-2030	Spain	Anonymous_peer_review	36	No	NA	Yes
0929-6646	NA	Netherlands	Anonymous_peer_review	52	Yes	1500_USD	Yes
0366-3175	NA	Spain	Double_anonymous_peer_review	36	No	NA	Yes
0386-1112	NA	Netherlands	Double_anonymous_peer_review	42	Yes	1450_USD	Yes
0078-3234	NA	Netherlands	Open_peer_review	24	No	NA	Yes
0160-4120	NA	United_Kingdom	Anonymous_peer_review	12	Yes	3790_USD	Yes
0032-5791	1525-3171	United_States	Anonymous_peer_review	15	Yes	1500_USD	Yes
2096-675X	2468-0133	China	Peer_review	12	No	NA	Yes
2092-5212	NA	"Korea,_Republic_of"	Double_anonymous_peer_review	25	Yes	1250_USD	Yes
1875-9572	NA	Netherlands	Double_anonymous_peer_review	52	No	NA	Yes
1876-0341	1876-035X	United_Kingdom	Double_anonymous_peer_review	49	Yes	2000_USD	Yes
1878-5352	NA	Netherlands	Anonymous_peer_review	27	Yes	1350_USD	Yes
2095-2686	2589-062X	Netherlands	Double_anonymous_peer_review	40	No	NA	Yes
1888-4296	NA	Spain	Double_anonymous_peer_review	12	Yes	1530_USD	Yes
NA	1930-0433	United_States	Double_anonymous_peer_review	8	Yes	550_USD	Yes
NA	1939-4551	Netherlands	Double_anonymous_peer_review	9	Yes	2540_USD	Yes
1944-7124	1936-5233	Netherlands	Peer_review	18	Yes	2930_USD	Yes
NA	2013-2514	Spain	Double_anonymous_peer_review	50	No	NA	Yes
2092-6782	NA	Netherlands	Anonymous_peer_review	43	Yes	600_USD	Yes
2095-0349	NA	China	Anonymous_peer_review	12	Yes	1200_USD	Yes
2095-2546	NA	China	Anonymous_peer_review	22	No	NA	Yes
2090-6668	2090-6676	United_Kingdom	Anonymous_peer_review	11	Yes	725_USD	Yes
2090-6684	2090-6692	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-6706	2090-6714	United_Kingdom	Anonymous_peer_review	16	Yes	725_USD	Yes
2090-6722	2090-6730	United_Kingdom	Anonymous_peer_review	14	Yes	725_USD	Yes
2090-648X	2090-6498	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-6501	2090-651X	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6528	2090-6536	United_Kingdom	Anonymous_peer_review	14	Yes	725_USD	Yes
2090-6544	2090-6552	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6625	2090-6633	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
1687-9627	1687-9635	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6641	2090-665X	United_Kingdom	Anonymous_peer_review	11	Yes	725_USD	Yes
2090-6420	2090-6439	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-6447	2090-6455	United_Kingdom	Anonymous_peer_review	14	Yes	725_USD	Yes
2090-6463	2090-6471	United_Kingdom	Anonymous_peer_review	15	Yes	725_USD	Yes
2090-8016	2090-0597	United_Kingdom	Anonymous_peer_review	13	Yes	2375_USD	Yes
1755-5914	1755-5922	United_Kingdom	Anonymous_peer_review	19	Yes	2000_USD	Yes
2090-6382	2090-6390	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-6404	2090-6412	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6560	2090-6579	United_Kingdom	Anonymous_peer_review	13	Yes	725_USD	Yes
2090-6587	2090-6595	United_Kingdom	Anonymous_peer_review	12	Yes	725_USD	Yes
2090-6609	2090-6617	United_Kingdom	Anonymous_peer_review	15	Yes	725_USD	Yes
1687-8787	1687-8795	United_Kingdom	Anonymous_peer_review	21	Yes	925_USD	Yes
1687-4188	1687-4196	United_Kingdom	Anonymous_peer_review	20	Yes	925_USD	Yes
2090-3170	2090-3189	United_Kingdom	Anonymous_peer_review	19	Yes	925_USD	Yes
1687-806X	1687-8078	United_Kingdom	Anonymous_peer_review	14	Yes	1500_USD	Yes
1687-9708	1687-9716	United_Kingdom	Anonymous_peer_review	15	Yes	800_USD	Yes
2090-3529	2090-3537	United_Kingdom	Anonymous_peer_review	7	Yes	925_USD	Yes
1687-8337	1687-8345	United_Kingdom	Anonymous_peer_review	19	Yes	2375_USD	Yes
2356-7015	2314-5765	United_Kingdom	Anonymous_peer_review	11	Yes	800_USD	Yes
2090-8024	2090-0252	United_Kingdom	Anonymous_peer_review	11	Yes	800_USD	Yes
1687-8760	1687-8779	United_Kingdom	Anonymous_peer_review	19	Yes	1500_USD	Yes
1687-5869	1687-5877	United_Kingdom	Anonymous_peer_review	24	Yes	2375_USD	Yes
1687-9368	1687-9376	United_Kingdom	Anonymous_peer_review	18	Yes	800_USD	Yes
2314-436X	2314-4378	United_Kingdom	Anonymous_peer_review	17	Yes	2000_USD	Yes
1687-9643	1687-9651	United_Kingdom	Anonymous_peer_review	20	Yes	1050_USD	Yes
1687-7578	1687-7586	United_Kingdom	Anonymous_peer_review	17	Yes	925_USD	Yes
2356-6981	2314-5749	United_Kingdom	Anonymous_peer_review	7	Yes	800_USD	Yes
1687-7047	1687-7055	United_Kingdom	Anonymous_peer_review	18	Yes	925_USD	Yes
1687-9325	1687-9333	United_Kingdom	Anonymous_peer_review	14	Yes	925_USD	Yes
1687-8728	1687-8736	United_Kingdom	Anonymous_peer_review	20	Yes	1450_USD	Yes
2090-3448	2090-3456	United_Kingdom	Anonymous_peer_review	15	Yes	925_USD	Yes
2314-4327	2314-4335	United_Kingdom	Anonymous_peer_review	13	Yes	800_USD	Yes
2090-1836	2090-1844	United_Kingdom	Anonymous_peer_review	14	Yes	925_USD	Yes
2090-1941	2090-195X	United_Kingdom	Anonymous_peer_review	17	Yes	925_USD	Yes
2090-2867	2090-2875	United_Kingdom	Anonymous_peer_review	19	Yes	925_USD	Yes
1357-714X	1369-1643	United_Kingdom	Anonymous_peer_review	14	Yes	800_USD	Yes
2090-2085	2090-2093	United_Kingdom	Anonymous_peer_review	14	Yes	925_USD	Yes
1687-6075	1687-6083	United_Kingdom	Anonymous_peer_review	22	Yes	1500_USD	Yes
NA	2090-908X	United_Kingdom	Anonymous_peer_review	21	Yes	925_USD	Yes
2090-3545	2090-3553	United_Kingdom	Anonymous_peer_review	21	Yes	800_USD	Yes
1687-966X	1687-9678	United_Kingdom	Anonymous_peer_review	18	Yes	2375_USD	Yes
2090-8105	2042-0056	United_Kingdom	Anonymous_peer_review	12	Yes	925_USD	Yes
2356-7759	2356-6124	United_Kingdom	Anonymous_peer_review	19	Yes	800_USD	Yes
2090-150X	2090-1518	United_Kingdom	Anonymous_peer_review	17	Yes	800_USD	Yes
2090-8113	2042-0048	United_Kingdom	Anonymous_peer_review	17	Yes	800_USD	Yes
1000-467X	1944-446X	United_Kingdom	Anonymous_peer_review	12	Yes	1370_GBP	Yes
NA	2391-5412	Poland	Anonymous_peer_review	43	Yes	2000_EUR	Yes
1936-6426	1936-6434	United_Kingdom	Anonymous_peer_review	13	Yes	1890_EUR;_2290_USD;_1590_GBP	Yes
2036-3176	2036-7902	United_Kingdom	Anonymous_peer_review	13	Yes	1570_GBP	Yes
NA	2288-6729	"Korea,_Republic_of"	Double_anonymous_peer_review	13	No	NA	No
NA	2364-9534	United_Kingdom	Anonymous_peer_review	24	Yes	1690_EUR;_1990_USD;_1290_GBP	Yes
2367-2617	2367-0983	United_Kingdom	Double_anonymous_peer_review	4	No	NA	No
NA	2365-9440	United_Kingdom	Double_anonymous_peer_review	6	No	NA	No
1117-6806	2278-7100	India	Peer_review	37	Yes	10952_INR;_150_USD	No
1008-682X	1745-7262	India	Peer_review	6	Yes	4900_CNY	No
1011-4564	2542-4939	India	Double_anonymous_peer_review	24	No	NA	No
0976-4003	2231-2293	India	Double_anonymous_peer_review	15	Yes	175_USD	No
0975-8844	2320-4737	India	Double_anonymous_peer_review	31	No	NA	No
0976-237X	0976-2361	India	Double_anonymous_peer_review	23	Yes	275_USD	No
1658-354X	0975-3125	India	Double_anonymous_peer_review	36	No	NA	No
NA	2211-7156	Netherlands	Anonymous_peer_review	8	Yes	1210_USD	Yes
NA	2211-7539	Netherlands	Anonymous_peer_review	5	Yes	650_USD	Yes
NA	2212-0947	United_Kingdom	Anonymous_peer_review	33	Yes	2580_USD	Yes
NA	2213-5979	Netherlands	Peer_review	22	Yes	2390_USD	Yes
NA	2213-6711	Netherlands	Peer_review	28	Yes	3800_USD	Yes
NA	2214-0301	Netherlands	Anonymous_peer_review	18	Yes	3020_USD	Yes
2214-031X	2214-0328	Hong_Kong	Double_anonymous_peer_review	18	Yes	2000_USD	Yes
2213-4220	NA	Netherlands	Double_anonymous_peer_review	12	No	NA	Yes
NA	2213-5766	Netherlands	Peer_review	8	Yes	870_USD	Yes
NA	2213-5960	United_States	Peer_review	12	Yes	530_USD	Yes
NA	2214-109X	United_Kingdom	Peer_review	10	Yes	5780_USD	Yes
NA	2214-1804	Netherlands	Peer_review	8	Yes	2010_USD	Yes
2214-3882	NA	Netherlands	Anonymous_peer_review	16	No	NA	Yes
NA	2211-1247	Netherlands	Anonymous_peer_review	31	Yes	5460_USD	Yes
NA	2211-3797	Netherlands	Peer_review	17	Yes	1690_USD	Yes
NA	2212-3717	Netherlands	Peer_review	18	Yes	2520_USD	Yes
NA	2212-8778	Netherlands	Anonymous_peer_review	8	Yes	3630_USD	Yes
NA	2213-0489	Netherlands	Peer_review	23	Yes	880_USD	Yes
NA	2212-9685	Netherlands	Anonymous_peer_review	22	Yes	1700_USD	Yes
NA	2590-0498	United_Kingdom	Anonymous_peer_review	8	Yes	3000_USD	Yes
NA	2590-0536	Netherlands	Anonymous_peer_review	9	Yes	2500_USD	Yes
NA	2589-790X	United_States	Anonymous_peer_review	16	Yes	2100_USD	Yes
NA	2589-871X	Netherlands	Double_anonymous_peer_review	6	Yes	1890_USD	Yes
NA	2590-0595	United_States	Anonymous_peer_review	12	Yes	2400_USD	Yes
NA	2590-0617	Netherlands	Anonymous_peer_review	12	Yes	1330_USD	Yes
NA	2590-0889	United_Kingdom	Anonymous_peer_review	11	Yes	1245_USD	Yes
NA	2542-5196	United_Kingdom	Open_peer_review	8	Yes	5780_USD	Yes
NA	2589-5370	United_Kingdom	Anonymous_peer_review	10	Yes	5000_USD	Yes
NA	2590-1508	Netherlands	Anonymous_peer_review	12	Yes	1470_USD	Yes
NA	2590-1478	Netherlands	Anonymous_peer_review	15	Yes	1620_USD	Yes
NA	2590-0374	United_States	Anonymous_peer_review	8	Yes	1210_USD	Yes
NA	2589-9090	Netherlands	Anonymous_peer_review	11	Yes	2400_USD	Yes
NA	2589-9368	Netherlands	Anonymous_peer_review	16	Yes	2000_USD	Yes
NA	2590-0056	United_States	Anonymous_peer_review	15	Yes	1420_USD	Yes
NA	2590-0064	Netherlands	Anonymous_peer_review	12	Yes	3150_USD	Yes
NA	2590-0986	Netherlands	Anonymous_peer_review	10	Yes	1860_USD	Yes
2090-7141	2090-715X	United_Kingdom	Anonymous_peer_review	15	Yes	1450_USD	Yes
1687-7381	1687-739X	United_Kingdom	Anonymous_peer_review	15	Yes	1450_USD	Yes
1687-5249	1687-5257	United_Kingdom	Anonymous_peer_review	19	Yes	1450_USD	Yes
2314-6745	2314-6753	United_Kingdom	Anonymous_peer_review	14	Yes	2550_USD	Yes
2314-8861	2314-7156	United_Kingdom	Anonymous_peer_review	15	Yes	2375_USD	Yes
0896-4327	1540-8183	United_Kingdom	Anonymous_peer_review	22	Yes	2000_USD	Yes
2090-3030	2090-3049	United_Kingdom	Anonymous_peer_review	12	Yes	925_USD	Yes
1687-9481	1687-949X	United_Kingdom	Anonymous_peer_review	18	Yes	800_USD	Yes
2314-4629	2314-4785	United_Kingdom	Anonymous_peer_review	19	Yes	2000_USD	Yes
1687-9503	1687-9511	United_Kingdom	Anonymous_peer_review	13	Yes	925_USD	Yes
2090-0201	2090-021X	United_Kingdom	Anonymous_peer_review	12	Yes	925_USD	Yes
2314-4904	2314-4912	United_Kingdom	Anonymous_peer_review	17	Yes	925_USD	Yes
0146-9428	1745-4557	United_Kingdom	Anonymous_peer_review	23	Yes	2375_USD	Yes
2314-8896	2314-8888	United_Kingdom	Anonymous_peer_review	15	Yes	2375_USD	Yes
0972-6802	NA	United_Kingdom	Anonymous_peer_review	15	Yes	2375_USD	Yes
2090-8059	2042-0064	United_Kingdom	Anonymous_peer_review	20	Yes	925_USD	Yes
2090-0023	2090-0031	United_Kingdom	Anonymous_peer_review	13	Yes	925_USD	Yes
2090-3057	2090-3065	United_Kingdom	Anonymous_peer_review	15	Yes	925_USD	Yes
2090-0724	2090-0732	United_Kingdom	Anonymous_peer_review	17	Yes	925_USD	Yes
2090-0708	2090-0716	United_Kingdom	Anonymous_peer_review	21	Yes	925_USD	Yes
2090-004X	2090-0058	United_Kingdom	Anonymous_peer_review	14	Yes	2550_USD	Yes
2090-0147	2090-0155	United_Kingdom	Anonymous_peer_review	19	Yes	925_USD	Yes
2356-735X	2314-615X	United_Kingdom	Anonymous_peer_review	28	Yes	800_USD	Yes
1314-2011	1314-2003	Bulgaria	Peer_review	6	Yes	780_EUR	Yes
1435-1935	1860-0743	Bulgaria	Peer_review	16	Yes	550_EUR	Yes
1674-9251	2190-7439	Germany	Double_anonymous_peer_review	13	No	NA	No
NA	1698-580X	Spain	Double_anonymous_peer_review	24	No	NA	No
1723-7785	2196-1042	United_Kingdom	Double_anonymous_peer_review	13	No	NA	No
NA	1743-8454	United_Kingdom	Anonymous_peer_review	14	Yes	1370_GBP	Yes
1687-1839	1687-1847	United_Kingdom	Anonymous_peer_review	13	Yes	1490_EUR;_1790_USD;_1190_GBP	Yes
NA	1742-7622	United_Kingdom	Anonymous_peer_review	28	Yes	2190_EUR;_2690_USD;_1890_GBP	Yes
NA	2199-4730	United_Kingdom	Double_anonymous_peer_review	5	No	NA	No
NA	2198-2635	Germany	Double_anonymous_peer_review	13	No	NA	No
NA	2198-2791	United_Kingdom	Anonymous_peer_review	13	Yes	1240_EUR;_1490_USD;_1040_GBP	Yes
2229-3485	2229-5488	India	Peer_review	36	No	NA	No
2212-5531	2212-554X	India	Double_anonymous_peer_review	7	Yes	200_USD	No
2221-1691	2588-9222	India	Double_anonymous_peer_review	4	No	NA	No
2221-6189	2589-5516	India	Double_anonymous_peer_review	12	No	NA	No
2090-0686	2314-6648	India	Double_anonymous_peer_review	19	No	NA	No
NA	2155-8213	India	Double_anonymous_peer_review	21	Yes	1100_USD	No
1812-156X	2312-6760	India	Double_anonymous_peer_review	8	Yes	200_USD	No
1735-1995	1735-7136	India	Double_anonymous_peer_review	41	Yes	1000_USD	No
1735-3327	2008-0255	India	Double_anonymous_peer_review	52	Yes	700_USD	No
NA	2078-7685	India	Double_anonymous_peer_review	24	No	NA	No
1658-631X	2321-4856	India	Double_anonymous_peer_review	15	No	NA	No
1673-5374	1876-7958	India	Peer_review	7	Yes	1500_USD	Yes
2588-9273	2468-9203	India	Double_anonymous_peer_review	11	No	NA	No
2589-4528	2589-4536	India	Double_anonymous_peer_review	18	No	NA	No
2589-627X	2589-6288	India	Double_anonymous_peer_review	31	No	NA	No
1812-0784	1812-0792	Germany	Open_peer_review	38	Yes	1600_EUR	Yes
1866-3508	1866-3516	Germany	Open_peer_review	35	Yes	1400_EUR	Yes
NA	2666-5212	Netherlands	Anonymous_peer_review	19	Yes	2050_USD	Yes
NA	2666-5727	United_Kingdom	Anonymous_peer_review	12	Yes	1310_USD	Yes
NA	2667-0496	Spain	Double_anonymous_peer_review	14	Yes	1480_USD	Yes
NA	2666-7568	United_Kingdom	Anonymous_peer_review	12	Yes	5500_USD	Yes
NA	2666-7193	Netherlands	Anonymous_peer_review	10	Yes	1150_USD	Yes
NA	2666-7762	United_Kingdom	Anonymous_peer_review	9	Yes	4000_USD	Yes
NA	2371-4379	Canada	Peer_review	16	Yes	1985_USD	Yes
NA	1438-8871	Canada	Peer_review	12	Yes	3350_USD	Yes
NA	1929-0748	Canada	Peer_review	12	Yes	1900_USD	Yes
NA	2561-7605	Canada	Peer_review	12	Yes	1985_USD	Yes
NA	2291-5222	Canada	Peer_review	10	Yes	3150_USD	Yes
NA	2291-9694	Canada	Peer_review	12	Yes	2300_USD	Yes
NA	2561-1011	Canada	Peer_review	12	Yes	1873_USD	Yes
NA	2561-3278	Canada	Anonymous_peer_review	20	Yes	1500_USD	Yes
NA	2673-3994	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-9879	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-6357	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-7418	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
2036-7414	2036-7422	Switzerland	Anonymous_peer_review	6	Yes	1600_CHF	Yes
NA	2673-5628	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2411-5118	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2624-6120	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-4095	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-4079	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-9941	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-6497	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-5768	Switzerland	Anonymous_peer_review	7	Yes	1200_CHF	Yes
NA	2673-3943	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2305-6703	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-7140	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-866X	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-6500	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	1746-1596	United_Kingdom	Anonymous_peer_review	8	Yes	2490_EUR;_2890_USD;_2090_GBP	Yes
NA	2397-7132	United_Kingdom	Anonymous_peer_review	15	Yes	2790_EUR;_3290_USD;_2490_GBP	Yes
2523-3963	2523-3971	Switzerland	Anonymous_peer_review	22	Yes	1690_EUR;_1890_USD;_1390_GBP	Yes
NA	2214-854X	Netherlands	Anonymous_peer_review	15	Yes	1840_USD	Yes
2287-884X	2287-9544	Netherlands	Anonymous_peer_review	10	No	NA	Yes
NA	2214-5095	United_Kingdom	Anonymous_peer_review	43	Yes	1900_USD	Yes
2213-7165	2213-7173	United_Kingdom	Anonymous_peer_review	34	Yes	1510_GBP	Yes
NA	2214-9112	Netherlands	Peer_review	6	Yes	790_USD	Yes
NA	2215-0390	United_Kingdom	Double_anonymous_peer_review	24	Yes	1300_USD	Yes
NA	2352-1872	Netherlands	Anonymous_peer_review	20	Yes	2160_USD	Yes
NA	2313-5786	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-6411	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-4087	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2504-3129	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-9801	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	1873-149X	Switzerland	Anonymous_peer_review	7	Yes	1400_CHF	Yes
NA	2673-706X	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-8732	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-6373	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-401X	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2353-0626	Poland	Anonymous_peer_review	15	Yes	500_EUR	Yes
NA	1335-8871	Poland	Peer_review	18	Yes	50_EUR	No
NA	2364-7485	Germany	Double_anonymous_peer_review	11	Yes	1000_EUR	Yes
