ISSN	assigned	peer_review_model
0967-0661	NA	NA
0722-4028	NA	NA
0277-3740	NA	NA
0954-6928	NA	NA
0010-9312	NA	NA
1478-422X	NA	NA
0334-6005	NA	NA
0010-9525	NA	NA
0886-9634	NA	NA
0195-6671	NA	NA
2573-1599	NA	NA
0749-0704	NA	NA
1040-8347	NA	NA
1040-9238	NA	NA
1045-4403	NA	NA
1040-8401	NA	NA
1040-841X	NA	NA
1040-8428	NA	Single_blind
0735-2689	NA	NA
0743-4863	NA	NA
1040-8444	NA	NA
1984-7033	NA	NA
1836-0947	NA	NA
0261-2194	NA	NA
0011-183X	NA	NA
0011-216X	NA	NA
0011-2240	NA	NA
0011-2275	NA	NA
0143-2044	NA	NA
0181-1568	NA	NA
1290-0796	NA	NA
0181-1584	NA	NA
1936-2447	NA	NA
0161-1194	NA	NA
1528-7483	NA	NA
0232-1300	NA	NA
0122-1450	NA	NA
1911-6470	NA	NA
1529-7322	NA	NA
1567-2050	NA	NA
1573-4110	NA	NA
1567-1739	NA	Single_blind
1523-3804	NA	NA
1574-8936	NA	NA
1523-3782	NA	NA
1534-4827	NA	NA
1567-2018	NA	NA
1389-2002	NA	NA
1389-4501	NA	NA
0271-3683	NA	NA
1566-5232	NA	NA
0172-8083	NA	NA
1389-2029	NA	NA
1548-3568	NA	NA
1570-162X	NA	NA
1522-6417	NA	NA
1523-3847	NA	NA
1573-4056	NA	NA
0300-7995	NA	NA
2096-5230	NA	NA
0929-8673	NA	NA
0343-8651	NA	NA
1566-5240	NA	NA
1874-4672	NA	NA
1573-4137	NA	NA
1528-4042	NA	NA
1570-159X	NA	NA
1567-2026	NA	NA
1523-3790	NA	NA
1528-4050	NA	NA
0952-7907	NA	NA
2468-4511	NA	Single_blind
0268-4705	NA	NA
2211-3398	NA	Single_blind
1363-1950	NA	NA
1070-5295	NA	NA
1752-296X	NA	NA
1877-3435	NA	Single_blind
0267-1379	NA	NA
0959-437X	NA	Single_blind
1065-6251	NA	NA
1746-630X	NA	NA
0952-7915	NA	NA
0951-7375	NA	NA
2214-5745	NA	Single_blind
0957-9672	NA	NA
1369-5274	NA	Single_blind
1062-4821	NA	NA
0959-4388	NA	NA
1350-7540	NA	NA
1040-872X	NA	NA
1040-8746	NA	NA
1040-8738	NA	NA
1087-2418	NA	NA
1068-9508	NA	NA
1040-8703	NA	NA
1471-4892	NA	Single_blind
1070-5287	NA	NA
1040-8711	NA	NA
0959-440X	NA	Single_blind
1751-4258	NA	NA
0963-0643	NA	NA
1879-6257	NA	Single_blind
2508-7266	NA	NA
1385-2728	NA	NA
1570-1794	NA	NA
1544-1873	NA	NA
1531-3433	NA	NA
1573-4129	NA	NA
1389-2010	NA	NA
1381-6128	NA	NA
2198-6592	NA	NA
0147-0272	NA	NA
0146-2806	NA	NA
1538-5442	NA	NA
0011-3840	NA	NA
1389-2037	NA	NA
1570-1646	NA	NA
1874-4710	NA	NA
2452-3186	NA	NA
1935-973X	NA	NA
1523-3774	NA	NA
0011-3891	NA	NA
1537-890X	NA	NA
1574-888X	NA	NA
1568-0266	NA	NA
1540-7535	NA	NA
1092-8480	NA	NA
1527-2729	NA	NA
1527-2737	NA	NA
1570-1611	NA	NA
1556-9527	NA	NA
0011-4162	NA	NA
0974-5963	NA	NA
1043-4666	NA	Single_blind
0011-4545	NA	NA
0095-4527	NA	NA
1552-4922	NA	NA
1552-4949	NA	NA
0956-5507	NA	NA
0920-9069	NA	NA
1465-3249	NA	Single_blind
0011-4642	NA	NA
1477-9226	NA	NA
0169-023X	NA	Single_blind
1384-5810	NA	NA
0967-0637	NA	NA
0011-748X	NA	Double/triple_blind
1420-8008	NA	NA
1641-1307	NA	NA
0109-5641	NA	NA
0287-4547	NA	NA
1600-4469	NA	NA
0250-832X	NA	NA
1710-3568	NA	NA
0733-8635	NA	NA
1076-0512	NA	NA
1396-0296	NA	NA
2731-7005	NA	NA
1018-8665	NA	NA
1944-3994	NA	NA
0929-5585	NA	NA
0925-1022	NA	NA
0142-694X	NA	Single_blind
0012-0472	NA	NA
0012-1606	NA	NA
1058-8388	NA	NA
0012-1622	NA	NA
1751-8423	NA	NA
0012-1630	NA	NA
0949-944X	NA	NA
0012-1592	NA	NA
1262-3636	NA	Single_blind
1462-8902	NA	NA
0168-8227	NA	NA
1861-7603	NA	NA
1520-9156	NA	NA
1479-1641	NA	NA
0742-3071	NA	NA
2731-7447	NA	NA
2211-5684	NA	Single_blind
1305-3612	NA	NA
8755-1039	NA	NA
0925-9635	NA	NA
0269-249X	NA	NA
0893-4983	NA	NA
0012-2661	NA	NA
0926-2245	NA	NA
0012-2823	NA	NA
1590-8658	NA	NA
0257-2753	NA	NA
0163-2116	NA	NA
0915-5635	NA	NA
0253-4886	NA	NA
1539-6509	NA	NA
1078-0947	NA	NA
1531-3492	NA	NA
1937-1632	NA	NA
0166-218X	NA	Single_blind
0179-5376	NA	NA
0924-6703	NA	NA
0012-365X	NA	Single_blind
1572-5286	NA	Single_blind
0177-5103	NA	NA
0012-3706	NA	NA
1120-8694	NA	NA
0141-9382	NA	NA
0012-3862	NA	NA
1521-298X	NA	NA
0926-8782	NA	NA
0178-2770	NA	NA
1833-3516	NA	NA
0011-5029	NA	NA
1044-5498	NA	NA
1568-7864	NA	Single_blind
1431-0643	NA	NA
0012-4486	NA	NA
1607-6729	NA	NA
0012-5008	NA	NA
1028-334X	NA	NA
1064-5624	NA	NA
0012-5016	NA	NA
1028-3358	NA	NA
0739-7240	NA	NA
0148-0545	NA	NA
2190-393X	NA	NA
0363-9045	NA	NA
0272-4391	NA	NA
1359-6446	NA	NA
0090-9556	NA	NA
1347-4367	NA	Single_blind
0360-2532	NA	NA
0114-5916	NA	NA
1170-229X	NA	NA
0737-3937	NA	NA
0012-7094	NA	NA
0143-7208	NA	NA
0012-7361	NA	NA
1468-9367	NA	NA
2153-0785	NA	NA
1548-159X	NA	NA
0179-051X	NA	NA
0378-3782	NA	NA
1383-7427	NA	NA
1755-6910	NA	NA
0012-821X	NA	Single_blind
1671-3664	NA	NA
0098-8847	NA	NA
2092-7614	NA	NA
8755-2930	NA	NA
1865-0473	NA	NA
0197-9337	NA	NA
2079-7362	NA	NA
0742-2822	NA	NA
1612-9202	NA	NA
1936-0584	NA	NA
1642-3593	NA	NA
1051-0761	NA	NA
1898-6196	NA	NA
1476-945X	NA	Single_blind
0925-8574	NA	NA
0307-6946	NA	NA
1442-7001	NA	NA
0304-3800	NA	NA
0012-9615	NA	NA
0912-3814	NA	NA
1543-4060	NA	NA
0012-9658	NA	NA
0367-0244	NA	NA
0906-6691	NA	NA
0013-0001	NA	NA
0361-0128	NA	NA
1195-6860	NA	NA
1432-9840	NA	NA
0963-9292	NA	NA
2162-8769	NA	NA
0748-7983	NA	NA
0948-7921	NA	NA
0424-7760	NA	NA
1532-5008	NA	NA
0378-7796	NA	NA
1868-2529	NA	NA
0013-4686	NA	NA
0272-6343	NA	NA
1738-8090	NA	NA
1942-9533	NA	NA
1068-9613	NA	NA
1811-5209	NA	NA
1137-6821	NA	NA
1742-6731	NA	NA
0733-8627	NA	NA
1472-0205	NA	NA
2046-0147	NA	NA
1382-3256	NA	NA
0158-4197	NA	NA
0013-7006	NA	NA
0160-9327	NA	NA
1355-008X	NA	NA
0918-8959	NA	NA
1871-5303	NA	NA
1046-3976	NA	NA
1530-891X	NA	NA
1351-0088	NA	NA
0743-5800	NA	NA
2530-0180	NA	NA
0013-7227	NA	NA
0889-8529	NA	NA
2303-9027	NA	NA
0378-7788	NA	NA
0973-0826	NA	NA
0887-0624	NA	NA
1556-7249	NA	NA
2194-4288	NA	NA
0213-005X	NA	NA
1413-4152	NA	NA
0955-7997	NA	NA
0264-4401	NA	NA
1350-6307	NA	Single_blind
0013-7944	NA	NA
0013-8029	NA	NA
0305-215X	NA	NA
0141-0296	NA	NA
1751-7575	NA	NA
1875-9521	NA	Single_blind
0013-8703	NA	NA
0171-8177	NA	NA
1947-5136	NA	NA
0013-872X	NA	NA
1738-2297	NA	NA
1343-8786	NA	NA
1352-8505	NA	NA
0098-8472	NA	NA
0893-6692	NA	NA
1461-4103	NA	NA
0378-1909	NA	NA
1448-2517	NA	NA
0376-8929	NA	NA
2211-4645	NA	Single_blind
1866-6280	NA	NA
1582-9596	NA	NA
1078-7275	NA	NA
1226-1025	NA	NA
1092-8758	NA	NA
1567-7419	NA	NA
1527-5922	NA	NA
0269-4042	NA	NA
0364-152X	NA	NA
1462-2912	NA	NA
1758-2229	NA	NA
1420-2026	NA	NA
1364-8152	NA	Single_blind
1944-7442	NA	NA
1208-6053	NA	NA
0944-1344	NA	NA
2051-8153	NA	NA
1462-9011	NA	NA
2050-7887	NA	NA
2053-1400	NA	NA
0959-3330	NA	NA
1520-4081	NA	NA
0730-7268	NA	NA
1382-6689	NA	Single_blind
1387-585X	NA	NA
0324-8828	NA	NA
0141-0229	NA	NA
0939-8368	NA	NA
0193-936X	NA	NA
1210-7913	NA	NA
1750-1911	NA	NA
0013-9580	NA	NA
1525-5050	NA	Single_blind
1535-7597	NA	NA
0920-1211	NA	NA
1294-9361	NA	NA
0705-3797	NA	NA
0295-5075	NA	NA
1878-5077	NA	NA
0957-7734	NA	NA
0425-1644	NA	NA
0143-3857	NA	NA
0174-0008	NA	NA
1292-8119	NA	NA
2822-7840	NA	NA
1292-8100	NA	NA
1612-9059	NA	NA
0071-1365	NA	NA
1559-2723	NA	NA
0272-7714	NA	NA
0935-7335	NA	NA
1049-510X	NA	NA
0394-9370	NA	NA
0014-2336	NA	NA
1064-2293	NA	NA
1687-6180	NA	NA
1774-024X	NA	NA
1099-5129	NA	NA
1879-7296	NA	NA
0937-4477	NA	NA
0940-1334	NA	NA
0175-7571	NA	NA
1438-2377	NA	NA
1878-7649	NA	NA
2048-8726	NA	NA
2047-2404	NA	NA
2055-6837	NA	NA
2058-5225	NA	NA
1520-765X	NA	NA
1879-4912	NA	NA
1161-0301	NA	Single_blind
0265-0215	NA	NA
0956-7925	NA	NA
0959-8278	NA	NA
1010-7940	NA	NA
0014-2972	NA	NA
0934-9723	NA	NA
0954-3007	NA	NA
0195-6698	NA	NA
0947-3580	NA	NA
1396-5883	NA	NA
1167-1122	NA	NA
0378-7966	NA	NA
0969-9546	NA	NA
0804-4643	NA	NA
1964-8189	NA	NA
1612-4669	NA	NA
0954-691X	NA	NA
0392-2936	NA	NA
0902-4441	NA	NA
1611-4426	NA	NA
1018-4813	NA	NA
0014-2980	NA	NA
1751-5254	NA	NA
1434-1948	NA	NA
1876-3820	NA	Single_blind
1438-7697	NA	NA
1469-0667	NA	NA
0997-7538	NA	NA
0997-7546	NA	NA
1769-7212	NA	NA
0223-5234	NA	NA
1351-5101	NA	NA
0953-816X	NA	No_blinding
1436-6207	NA	NA
0301-2115	NA	NA
0909-8836	NA	NA
1434-193X	NA	NA
0141-5387	NA	NA
1591-996X	NA	NA
1090-3798	NA	Single_blind
1090-3801	NA	NA
0340-6199	NA	NA
0939-7248	NA	NA
0939-6411	NA	NA
0014-2999	NA	NA
0967-0262	NA	NA
0929-1873	NA	NA
0720-048X	NA	Single_blind
1164-5563	NA	Single_blind
1351-0754	NA	NA
1746-1391	NA	NA
1863-9933	NA	NA
1078-5884	NA	Single_blind
1612-4642	NA	NA
0018-3768	NA	NA
0014-3022	NA	NA
0924-977X	NA	NA
1434-6001	NA	NA
1286-0042	NA	NA
1434-6028	NA	NA
1434-6060	NA	NA
1292-8941	NA	NA
2102-6459	NA	NA
2190-5444	NA	NA
1951-6355	NA	NA
0014-3057	NA	NA
1612-9199	NA	NA
0938-7994	NA	NA
1128-3602	NA	NA
0940-6719	NA	NA
2396-9873	NA	NA
1682-8631	NA	NA
0014-312X	NA	NA
0014-3820	NA	NA
0071-3260	NA	NA
1063-6560	NA	NA
0269-7653	NA	NA
2163-2480	NA	NA
1868-6478	NA	NA
0091-6331	NA	NA
1077-5552	NA	NA
0361-073X	NA	NA
0014-4797	NA	NA
0168-8162	NA	NA
0947-7349	NA	NA
1304-0855	NA	NA
1792-0981	NA	NA
1341-1357	NA	NA
1535-3702	NA	NA
0014-4819	NA	NA
0014-4827	NA	NA
0906-6705	NA	NA
0014-4835	NA	NA
0891-6152	NA	NA
0301-472X	NA	Single_blind
1058-6458	NA	NA
0014-4851	NA	NA
1226-2560	NA	NA
0014-4886	NA	NA
0014-4894	NA	NA
0958-0670	NA	NA
0732-8818	NA	NA
0894-1777	NA	NA
0723-4864	NA	NA
1471-2598	NA	NA
1742-5247	NA	NA
1746-0441	NA	NA
1742-5255	NA	NA
1474-0338	NA	NA
1472-8214	NA	NA
1354-3784	NA	NA
2167-8707	NA	NA
1465-6566	NA	NA
1354-3776	NA	NA
1472-8222	NA	NA
1473-7140	NA	NA
1478-7210	NA	NA
1744-666X	NA	NA
1751-2433	NA	NA
1747-4124	NA	NA
1747-4086	NA	NA
1743-4440	NA	NA
1473-7159	NA	NA
1473-7175	NA	NA
1478-9450	NA	NA
1747-6348	NA	NA
1462-3994	NA	NA
0266-4720	NA	NA
0812-3985	NA	NA
1550-8307	NA	NA
2352-4316	NA	Single_blind
1386-1999	NA	NA
0950-222X	NA	NA
1542-2321	NA	NA
0736-6825	NA	NA
2689-3614	NA	NA
1064-7406	NA	NA
0172-9179	NA	NA
1389-9600	NA	NA
0742-3225	NA	NA
0263-2136	NA	NA
1359-6640	NA	NA
0014-8237	NA	NA
0892-6638	NA	NA
8756-758X	NA	NA
1742-464X	NA	NA
0014-5793	NA	NA
0168-6496	NA	NA
0378-1097	NA	NA
1567-1356	NA	NA
0015-0193	NA	NA
0731-5171	NA	NA
0015-0282	NA	NA
1551-3815	NA	NA
1015-3837	NA	NA
0177-7963	NA	NA
1229-9197	NA	NA
0015-0541	NA	NA
1230-3666	NA	NA
0378-4290	NA	NA
0354-5180	NA	NA
0168-874X	NA	Single_blind
1071-5797	NA	Single_blind
0308-0501	NA	NA
0379-7112	NA	NA
0015-2684	NA	NA
1467-2960	NA	NA
0363-2415	NA	NA
0969-997X	NA	NA
1054-6006	NA	NA
0165-7836	NA	NA
0919-9268	NA	NA
0388-788X	NA	NA
1050-4648	NA	NA
0367-326X	NA	Single_blind
1583-5022	NA	NA
2452-2627	NA	Single_blind
0882-5734	NA	NA
0015-363X	NA	NA
2058-8585	NA	NA
1936-6582	NA	NA
0367-2530	NA	NA
0955-5986	NA	NA
1386-6184	NA	NA
0219-4775	NA	NA
0015-4628	NA	NA
0169-5983	NA	NA
0378-3812	NA	NA
0015-5500	NA	NA
1211-9520	NA	NA
0015-5632	NA	NA
0015-5659	NA	NA
0015-5683	NA	NA
0015-5713	NA	NA
1935-5130	NA	NA
0960-3085	NA	NA
0278-6915	NA	NA
1867-0334	NA	NA
0379-5721	NA	NA
2212-4292	NA	Single_blind
0890-5436	NA	NA
1535-3141	NA	NA
0956-7135	NA	NA
1866-7910	NA	NA
2042-6496	NA	NA
0015-6426	NA	NA
0740-0020	NA	NA
0950-3293	NA	NA
8755-9129	NA	NA
1082-0132	NA	NA
1344-6606	NA	NA
1876-4517	NA	NA
2213-3291	NA	Single_blind
0015-6639	NA	NA
1083-7515	NA	NA
1268-7731	NA	Single_blind
1071-1007	NA	NA
2468-1709	NA	Single_blind
0379-0738	NA	NA
1872-4973	NA	NA
1547-769X	NA	NA
1860-8965	NA	NA
0378-1127	NA	NA
1437-4781	NA	NA
0015-7473	NA	NA
0015-752X	NA	NA
0015-7546	NA	NA
0015-749X	NA	NA
0934-5043	NA	NA
0925-9856	NA	NA
0015-7899	NA	NA
0720-4299	NA	NA
0015-8208	NA	NA
0933-7741	NA	NA
1802-5439	NA	NA
1386-4238	NA	NA
0015-9018	NA	NA
1233-1821	NA	NA
0429-2766	NA	NA
0218-348X	NA	NA
0891-5849	NA	NA
1071-5762	NA	NA
0016-1136	NA	NA
0046-5070	NA	NA
2161-9549	NA	NA
0091-3022	NA	NA
2095-0179	NA	NA
2095-2228	NA	NA
2095-0195	NA	NA
2095-2201	NA	NA
2095-025X	NA	NA
2095-0233	NA	NA
0248-1294	NA	NA
0016-2361	NA	NA
1615-6846	NA	NA
1536-383X	NA	NA
0016-2663	NA	NA
0269-8463	NA	NA
1793-6047	NA	NA
0169-2968	NA	NA
1863-9135	NA	NA
0016-2736	NA	NA
1878-6146	NA	NA
1749-4613	NA	Single_blind
0532-8721	NA	NA
1536-1055	NA	NA
1756-8919	NA	NA
1746-0913	NA	NA
1479-6694	NA	NA
1746-0794	NA	NA
1568-4539	NA	NA
0165-0114	NA	NA
0966-6362	NA	NA
1436-3291	NA	NA
0210-5705	NA	NA
0889-8553	NA	NA
0016-5751	NA	NA
0949-8036	NA	NA
0234-5730	NA	NA
0016-626X	NA	NA
0378-1119	NA	NA
1567-133X	NA	Single_blind
0016-6480	NA	NA
0231-5882	NA	NA
0001-7701	NA	NA
1863-6705	NA	NA
1466-4879	NA	NA
1601-1848	NA	NA
1045-2257	NA	NA
1976-9571	NA	NA
1526-954X	NA	NA
1356-9597	NA	NA
0969-7128	NA	NA
0016-6707	NA	NA
0741-0395	NA	NA
1389-2576	NA	NA
0925-9864	NA	NA
0016-6731	NA	NA
1945-0265	NA	NA
0831-2796	NA	NA
1088-9051	NA	NA
1472-4677	NA	NA
0016-6995	NA	NA
0016-7002	NA	NA
2223-7755	NA	NA
0009-2819	NA	NA
1467-7873	NA	NA
0016-7029	NA	NA
0016-7037	NA	NA
1897-1695	NA	NA
2352-0094	NA	Single_blind
1280-9659	NA	NA
0391-9838	NA	NA
0435-3676	NA	NA
1384-6175	NA	NA
0072-1050	NA	NA
0016-7568	NA	NA
1641-7291	NA	NA
0016-7606	NA	NA
0016-7932	NA	NA
0276-0460	NA	NA
2005-307X	NA	NA
2352-3808	NA	Single_blind
0046-5755	NA	NA
1016-443X	NA	NA
1465-3060	NA	NA
0149-0451	NA	NA
1266-5304	NA	NA
0169-555X	NA	Single_blind
0309-1929	NA	NA
0956-540X	NA	NA
0016-8025	NA	NA
0094-8276	NA	NA
0016-8033	NA	NA
1749-9518	NA	NA
0315-0941	NA	NA
1226-4806	NA	NA
1639-4488	NA	NA
1072-6349	NA	NA
0149-6115	NA	NA
0016-8505	NA	NA
2049-825X	NA	NA
0016-8521	NA	NA
0266-1144	NA	NA
0375-6505	NA	NA
2115-8789	NA	NA
0734-0664	NA	NA
0304-324X	NA	NA
2509-2715	NA	NA
1103-5897	NA	NA
2227-684X	NA	NA
0017-0895	NA	NA
0017-095X	NA	NA
0361-7610	NA	NA
1753-3546	NA	NA
0894-1491	NA	NA
0921-8181	NA	NA
0886-6236	NA	NA
1466-822X	NA	NA
1790-7632	NA	NA
0959-6658	NA	NA
2364-821X	NA	NA
1342-937X	NA	Single_blind
0017-2294	NA	NA
0860-0953	NA	NA
1080-5370	NA	NA
0721-832X	NA	NA
0017-3134	NA	NA
1434-5021	NA	NA
0142-5242	NA	NA
1744-6961	NA	NA
0202-2893	NA	NA
2152-3878	NA	NA
2049-1220	NA	NA
0017-467X	NA	NA
1069-3629	NA	NA
0897-7194	NA	NA
1096-6374	NA	Single_blind
0378-7346	NA	NA
0090-8258	NA	NA
2468-7197	NA	NA
1351-8216	NA	NA
0720-9355	NA	NA
0722-1819	NA	NA
0749-0712	NA	NA
2468-1229	NA	NA
1070-0048	NA	NA
0017-8748	NA	NA
2047-2501	NA	NA
0017-9078	NA	NA
0378-5955	NA	NA
1355-6037	NA	NA
0910-8327	NA	NA
1551-7136	NA	NA
1382-4147	NA	NA
0147-9563	NA	NA
1443-9506	NA	NA
1547-5271	NA	Single_blind
1098-3511	NA	NA
0947-7411	NA	NA
0145-7632	NA	NA
1083-4389	NA	NA
1108-1430	NA	NA
0018-019X	NA	NA
0278-0232	NA	NA
0889-8588	NA	NA
1492-7535	NA	NA
0363-0269	NA	NA
1735-143X	NA	NA
1499-3872	NA	Single_blind
1936-0533	NA	NA
1386-6346	NA	NA
1019-3316	NA	NA
1601-5223	NA	NA
0018-067X	NA	NA
1265-4906	NA	NA
0018-0831	NA	NA
2151-0733	NA	NA
0268-0130	NA	NA
0733-1347	NA	NA
0385-5414	NA	NA
0188-8897	NA	NA
1527-0297	NA	NA
1574-1818	NA	Single_blind
0954-0083	NA	NA
0895-7959	NA	NA
0018-151X	NA	NA
0018-1544	NA	NA
0971-8966	NA	NA
1120-7000	NA	NA
1050-9631	NA	NA
1108-4189	NA	NA
0018-2079	NA	NA
0948-6143	NA	NA
0213-3911	NA	NA
0309-0167	NA	NA
0891-2963	NA	NA
0727-3061	NA	NA
0144-5340	NA	NA
0017-6192	NA	NA
0385-4035	NA	NA
0959-6836	NA	NA
0018-3830	NA	NA
1532-0073	NA	NA
1814-7453	NA	NA
1013-9923	NA	NA
0018-5043	NA	NA
1663-2818	NA	NA
0018-506X	NA	Single_blind
1109-3099	NA	NA
1226-8763	NA	NA
2211-3452	NA	NA
2189-0102	NA	NA
0362-1588	NA	NA
1556-3316	NA	NA
1080-7039	NA	NA
0914-7470	NA	NA
1087-1209	NA	NA
0960-3271	NA	NA
1464-7273	NA	NA
1043-0342	NA	NA
0340-6717	NA	NA
0001-5652	NA	NA
0198-8859	NA	NA
0964-6906	NA	NA
1059-7794	NA	NA
0046-8177	NA	NA
0268-1161	NA	NA
0018-8158	NA	NA
1431-2174	NA	NA
0885-6087	NA	NA
0262-6667	NA	NA
0304-386X	NA	Single_blind
0916-9636	NA	NA
0928-1541	NA	NA
0019-1019	NA	NA
0019-1035	NA	NA
1670-567X	NA	NA
1389-6911	NA	NA
1042-0940	NA	NA
0936-9902	NA	NA
1341-8998	NA	NA
2766-1512	NA	NA
0019-1442	NA	NA
0324-6329	NA	NA
2329-9290	NA	NA
1545-5963	NA	NA
1063-6692	NA	NA
0885-8985	NA	NA
1045-9243	NA	NA
1536-1225	NA	NA
1083-4435	NA	NA
1531-636X	NA	NA
1089-7798	NA	NA
1556-6056	NA	NA
0272-1716	NA	NA
2162-2248	NA	NA
1066-033X	NA	NA
2168-2356	NA	NA
0741-3106	NA	NA
1943-0663	NA	NA
1545-598X	NA	NA
1932-4529	NA	NA
1077-2618	NA	NA
1094-6969	NA	NA
1541-1672	NA	NA
1939-1390	NA	NA
1089-7801	NA	NA
2168-6777	NA	NA
0364-9059	NA	NA
0018-9197	NA	NA
1077-260X	NA	NA
0018-9200	NA	NA
2156-3357	NA	NA
1548-0992	NA	NA
1949-307X	NA	NA
0272-1732	NA	NA
1527-3342	NA	NA
1070-986X	NA	NA
1536-1268	NA	NA
1943-0655	NA	NA
1041-1135	NA	NA
1540-7977	NA	NA
2154-2287	NA	NA
2377-3766	NA	NA
1070-9932	NA	NA
1540-7993	NA	NA
1530-437X	NA	NA
1070-9908	NA	NA
0740-7459	NA	NA
0018-9235	NA	NA
1932-8184	NA	NA
0278-0097	NA	NA
0018-9251	NA	NA
0018-926X	NA	NA
1051-8223	NA	NA
0018-9286	NA	NA
1545-5955	NA	NA
2332-7790	NA	NA
1932-4545	NA	NA
0018-9294	NA	NA
0018-9316	NA	NA
1549-7747	NA	NA
1549-8328	NA	NA
2168-7161	NA	NA
2379-8920	NA	NA
2156-3950	NA	NA
2573-0436	NA	NA
2329-924X	NA	NA
0018-9340	NA	NA
0098-3063	NA	NA
2325-5870	NA	NA
1063-6536	NA	NA
1545-5971	NA	NA
1530-4388	NA	NA
1070-9878	NA	NA
0018-9359	NA	NA
0018-9375	NA	NA
0018-9383	NA	NA
2471-285X	NA	NA
2168-6750	NA	NA
0885-8969	NA	NA
2475-1502	NA	NA
2473-2400	NA	NA
2168-2291	NA	NA
0093-9994	NA	NA
1556-6013	NA	NA
0018-9448	NA	NA
0018-9456	NA	NA
0018-9464	NA	NA
0018-9480	NA	NA
1520-9210	NA	NA
1536-1241	NA	NA
1536-125X	NA	NA
1932-4537	NA	NA
2327-4697	NA	NA
0018-9499	NA	NA
1045-9219	NA	NA
0093-3813	NA	NA
0885-8977	NA	NA
0885-8993	NA	NA
0885-8950	NA	NA
0018-9529	NA	NA
0894-6507	NA	NA
2373-776X	NA	NA
1053-587X	NA	Single_blind
2377-3782	NA	NA
2156-342X	NA	NA
2332-7782	NA	NA
0885-3010	NA	NA
0018-9545	NA	NA
1063-8210	NA	NA
1077-2626	NA	NA
2162-2337	NA	NA
1931-4973	NA	NA
1349-2543	NA	NA
0916-8524	NA	NA
0916-8508	NA	NA
0377-2063	NA	NA
0256-4602	NA	NA
2472-5854	NA	NA
1084-2020	NA	NA
0262-8856	NA	NA
0272-4960	NA	NA
0265-0754	NA	NA
0272-4979	NA	NA
1598-2629	NA	NA
0093-7711	NA	NA
0882-0139	NA	NA
0257-277X	NA	NA
0019-2805	NA	NA
0889-8561	NA	NA
0818-9641	NA	NA
0165-2478	NA	NA
0892-3973	NA	NA
1750-743X	NA	NA
0943-9692	NA	NA
0019-3577	NA	NA
0022-2518	NA	NA
0367-6722	NA	NA
0972-5849	NA	NA
0019-509X	NA	NA
0971-457X	NA	NA
0971-4588	NA	NA
0970-6011	NA	NA
0019-5200	NA	NA
0971-4502	NA	NA
0971-1627	NA	NA
0255-0857	NA	NA
0019-5413	NA	NA
0019-5456	NA	NA
0019-5464	NA	NA
0250-474X	NA	NA
0253-7613	NA	NA
0973-1458	NA	NA
0972-2068	NA	NA
0019-6061	NA	NA
0905-6947	NA	NA
1420-326X	NA	NA
0926-6690	NA	NA
0888-5885	NA	NA
0019-8366	NA	NA
0036-8792	NA	NA
0263-5577	NA	NA
0143-991X	NA	NA
1222-5347	NA	NA
0019-9567	NA	NA
0899-823X	NA	NA
0891-5520	NA	NA
2374-4235	NA	NA
2666-9927	NA	NA
0219-0257	NA	NA
0360-3997	NA	NA
1023-3830	NA	NA
1078-0998	NA	NA
0925-4692	NA	NA
0315-5986	NA	NA
1753-8157	NA	NA
0890-5401	NA	NA
2049-8764	NA	NA
0950-5849	NA	NA
0020-0190	NA	NA
0306-4379	NA	NA
1387-3326	NA	NA
1058-0530	NA	NA
1473-8716	NA	NA
1091-9856	NA	NA
1350-4495	NA	Single_blind
0393-1420	NA	NA
0895-8378	NA	NA
0020-1383	NA	NA
1995-0829	NA	NA
2044-2041	NA	NA
2731-7080	NA	NA
1466-8564	NA	NA
0020-1693	NA	NA
0020-1669	NA	NA
1387-7003	NA	Single_blind
2052-1553	NA	NA
0020-1685	NA	NA
0263-841X	NA	NA
0965-1748	NA	NA
1752-458X	NA	NA
0020-1812	NA	NA
0962-1075	NA	NA
1672-9609	NA	NA
1399-560X	NA	NA
1354-2575	NA	NA
1073-9149	NA	NA
0020-4412	NA	NA
0378-620X	NA	NA
1065-2469	NA	NA
1069-2509	NA	NA
1551-3777	NA	NA
2193-9764	NA	NA
0167-9260	NA	NA
1540-7063	NA	NA
1757-9694	NA	NA
1749-4877	NA	NA
1861-2776	NA	NA
0378-1844	NA	NA
1913-2751	NA	NA
2042-8898	NA	NA
0966-9795	NA	NA
1828-0447	NA	NA
0918-2918	NA	NA
1444-0903	NA	NA
0392-9590	NA	NA
1683-3198	NA	NA
1018-2438	NA	NA
0964-8305	NA	NA
0268-1315	NA	NA
0735-1933	NA	NA
0958-6946	NA	NA
0143-2885	NA	NA
1559-2448	NA	NA
1985-4668	NA	NA
1465-5489	NA	NA
2042-6976	NA	NA
0020-6814	NA	NA
1349-2365	NA	NA
0953-8178	NA	NA
1567-5769	NA	Single_blind
1543-1649	NA	NA
0363-9061	NA	NA
2040-7939	NA	NA
0271-2091	NA	NA
0020-7519	NA	NA
0300-9831	NA	NA
0164-7954	NA	NA
1027-5851	NA	NA
0890-6327	NA	NA
0143-7496	NA	NA
0268-3768	NA	NA
1475-472X	NA	NA
2452-5731	NA	NA
0218-1967	NA	NA
1546-542X	NA	NA
1383-5416	NA	NA
2041-1286	NA	NA
